record_id,collection_zone,district,ward_number,collection_date,collection_time,waste_source,collection_point_id,latitude,longitude,waste_category,sub_waste_type,waste_weight_kg,waste_volume_m3,moisture_content_pct,organic_content_pct,plastic_content_pct,metal_content_pct,glass_content_pct,paper_content_pct,hazardous_content_pct,contamination_level,odor_level,temperature_c,humidity_pct,rainfall_mm,air_quality_index,collection_frequency_days,bin_fill_level_pct,overflow_status,vehicle_type,vehicle_capacity_kg,distance_to_processing_km,travel_time_min,fuel_consumption_l,traffic_density,processing_facility,recycling_feasibility_score,compost_quality_score,energy_recovery_score,landfill_priority_score,resource_recovery_score,collection_priority_score,route_efficiency_score,operational_cost_usd,carbon_emission_kg,farmland_reuse_potential,management_decision
SWM_114388,East Zone,District_D,41,2025-03-03,11:01,Commercial,CP_7588,35.467813,75.534782,Glass,Container,382.59,9.12,27.09,70.61,79.39,46.23,31.09,20.64,3.41,0.38,8.37,37.25,65.51,1.65,325,3,41.98,Yes,Electric Vehicle,9607,32.27,139,34.72,Low,Recovery Center,62.13,8.99,3.56,81.51,81.62,98.68,7.53,449.49,30.76,Medium,Composting
SWM_114389,East Zone,District_D,17,2024-12-02,01:12,Hospital,CP_5210,18.478233,79.005569,Plastic,HDPE,303.39,7.62,48.55,49.88,36.97,16.86,39.6,20.62,0.29,9.2,2.86,38.2,76.6,3.32,243,4,63.3,Yes,Electric Vehicle,1159,5.16,84,3.76,Low,Recycling Plant,86.12,2.03,38.5,99.24,98.86,93.55,63.1,580.23,57.97,High,Composting
SWM_114390,Urban Zone,District_B,26,2024-12-16,20:45,Hospital,CP_3753,23.124116,84.947665,Glass,Container,381.56,1.68,73.67,44.61,72.12,32.59,11.59,44.73,11.9,4.34,9.64,38.01,78.73,114.5,127,4,61.03,Yes,Compactor Truck,5823,34.37,62,8.55,High,Transfer Station,35.15,16.67,12.27,43.02,6.13,96.97,34.94,137.94,16.91,Low,Recycling
SWM_114391,Suburban Zone,District_D,13,2024-08-29,11:41,Hospital,CP_4535,33.194414,86.041037,Organic,Fruit Waste,668.56,9.76,81.44,13.72,33.92,44.14,28.07,22.17,14.72,6.15,5.98,43.99,55.46,104.03,52,10,79.91,Yes,Compactor Truck,10067,48.26,157,38.06,High,Recovery Center,93.49,75.97,18.77,20.32,36.35,42.15,8.59,559.54,49.13,High,Landfill
SWM_114392,West Zone,District_B,20,2025-04-17,16:23,Institutional,CP_8737,15.499281,73.803857,Glass,Jar,381.91,11.16,62.3,37.38,13.51,2.58,3.52,4.53,7.56,1.02,5.13,19.23,58.19,57.34,57,3,45.46,Yes,Compactor Truck,2073,23.49,117,36.39,High,Transfer Station,11.99,88.63,63.41,60.63,64.25,37.44,24.72,351.15,112.91,Medium,Recycling
SWM_114393,North Zone,District_E,45,2024-08-30,07:06,Residential,CP_1022,25.637885,90.380593,Organic,Crop Residue,45.07,7.05,85.42,99.24,56.1,8.78,38.71,5.12,7.78,4.11,1.14,42.16,72.29,117.48,118,1,95.43,No,Compactor Truck,6438,38.73,107,22.39,High,Waste Processing Unit,44.12,11.19,52.59,66.34,69.63,60.55,44.58,93.99,98.38,Medium,Recycling
SWM_114394,South Zone,District_E,45,2025-07-11,04:31,Hospital,CP_2523,11.699119,86.357717,Paper,Office Paper,350.35,0.63,31.55,21.59,55.1,17.65,21.32,11.61,11.35,8.29,9.08,25.17,82.24,96.64,165,9,31.3,No,Dump Truck,9792,13.45,85,3.51,Moderate,Composting Facility,93.32,34.3,93.38,37.22,97.77,54.76,75.11,223.11,86.34,High,Recycling
SWM_114395,North Zone,District_A,30,2024-10-11,02:11,Industrial,CP_9589,22.354061,84.022026,Glass,Container,66.8,8.46,44.43,17.16,5.16,20.15,33.26,42.86,13.55,7.79,8.41,40.32,35.63,38.48,194,7,29.31,No,Mini Truck,8880,39.18,122,16.44,High,Composting Facility,53.11,89.32,86.0,67.52,34.66,37.42,67.03,201.63,99.01,Low,Energy Recovery
SWM_114396,West Zone,District_F,39,2025-05-10,04:43,Industrial,CP_1795,8.543696,86.221552,Organic,Food Waste,413.54,5.54,19.61,3.14,17.6,49.74,15.67,6.73,11.41,9.39,5.4,38.42,33.3,51.7,280,7,22.48,No,Compactor Truck,7423,21.23,96,11.97,Moderate,Recycling Plant,94.3,50.4,68.95,44.43,43.94,25.14,15.44,353.13,100.86,High,Energy Recovery
SWM_114397,East Zone,District_H,8,2025-01-26,18:15,Hospital,CP_9824,11.992558,91.952181,Plastic,PET,260.87,0.94,30.15,63.96,7.91,29.86,3.18,37.83,10.79,5.43,1.93,27.38,62.78,108.83,123,8,56.71,No,Mini Truck,7297,16.24,134,6.37,Moderate,Composting Facility,81.15,40.3,73.18,46.81,82.57,24.74,27.13,66.41,29.35,Low,Energy Recovery
SWM_114398,West Zone,District_B,7,2024-09-06,08:26,Hospital,CP_9220,18.972488,95.245207,Mixed,Mixed Dry,480.21,0.58,21.4,29.35,44.89,31.9,26.18,27.42,9.04,6.6,4.96,39.45,37.64,81.49,147,1,57.43,Yes,Compactor Truck,9171,47.82,49,29.68,High,Recovery Center,41.2,7.12,92.8,17.07,40.24,43.59,70.66,461.7,15.33,High,Composting
SWM_114399,West Zone,District_G,10,2025-07-04,18:59,Residential,CP_3795,21.13565,74.870132,Paper,Office Paper,126.12,9.94,32.74,15.08,54.75,1.33,19.02,0.54,9.7,0.51,3.98,41.25,83.88,115.56,294,10,43.08,Yes,Mini Truck,11433,53.34,59,29.49,Moderate,Waste Processing Unit,7.75,10.73,94.44,30.58,28.99,23.72,17.05,143.76,21.95,Low,Composting
SWM_114400,North Zone,District_H,35,2024-10-20,00:30,Hospital,CP_1493,24.833319,95.364064,Mixed,General Waste,391.66,11.67,71.71,9.04,14.33,30.04,35.14,25.88,6.09,6.65,4.18,29.96,32.31,88.89,53,1,85.5,Yes,Mini Truck,3681,21.03,92,7.47,High,Waste Processing Unit,77.82,33.58,38.39,28.73,16.28,9.49,77.75,462.53,13.94,Low,Landfill
SWM_114401,South Zone,District_E,54,2024-10-04,09:20,Residential,CP_1889,25.043182,81.31118,Glass,Broken Glass,377.2,10.07,31.58,88.95,36.46,17.13,4.92,33.85,5.22,6.47,5.14,36.83,67.86,57.31,286,1,64.29,Yes,Auto Tipper,7247,55.92,88,8.97,Moderate,Recycling Plant,34.71,66.64,32.18,15.37,2.38,36.94,92.66,447.4,118.82,High,Energy Recovery
SWM_114402,South Zone,District_A,53,2025-06-18,10:22,Hospital,CP_1953,18.661361,75.934578,Plastic,LDPE,638.95,1.77,36.72,48.51,77.15,30.38,9.75,48.76,10.97,1.78,1.91,43.02,31.95,27.62,183,1,52.68,Yes,Compactor Truck,4349,5.9,8,28.36,High,Recycling Plant,64.46,1.4,59.97,63.16,43.61,32.88,97.81,523.17,62.53,Low,Recycling
SWM_114403,Suburban Zone,District_B,4,2025-04-20,20:33,Commercial,CP_2412,8.385487,75.456968,Paper,Magazine,282.28,8.13,43.43,95.52,16.07,26.83,3.88,12.31,9.6,3.78,0.4,41.43,21.91,0.9,85,9,40.57,No,Electric Vehicle,4563,52.52,59,7.39,High,Waste Processing Unit,66.06,12.53,57.22,65.74,50.81,10.68,76.17,187.27,46.09,Medium,Recycling
SWM_114404,Central Zone,District_G,46,2025-04-17,17:42,Residential,CP_4083,21.673701,82.200957,Glass,Jar,741.63,7.45,45.82,36.97,1.97,47.82,31.1,48.4,10.45,4.22,1.51,19.9,33.51,4.12,185,4,83.52,No,Dump Truck,7026,54.72,67,2.74,Low,Waste Processing Unit,9.33,27.57,76.55,62.74,89.62,8.67,81.54,594.23,109.73,High,Landfill
SWM_114405,North Zone,District_C,13,2025-06-12,02:16,Institutional,CP_7341,10.120779,89.64077,Organic,Food Waste,489.05,9.85,6.3,98.95,57.94,27.3,26.19,58.09,12.87,8.3,8.11,25.88,90.05,53.09,118,1,85.13,Yes,Electric Vehicle,4713,50.63,27,2.26,High,Waste Processing Unit,17.95,16.95,65.77,48.91,94.97,68.53,4.66,449.16,10.5,Low,Energy Recovery
SWM_114406,Central Zone,District_C,40,2024-11-16,14:10,Industrial,CP_4592,29.376265,96.304657,Organic,Food Waste,676.23,3.85,59.06,40.88,79.1,30.91,2.29,23.67,5.49,8.89,2.52,24.71,91.89,63.84,237,9,66.03,Yes,Dump Truck,11997,52.18,50,9.4,Moderate,Transfer Station,79.98,80.56,9.05,65.18,18.6,13.19,49.04,80.33,41.74,Medium,Recycling
SWM_114407,North Zone,District_A,37,2024-11-06,03:10,Institutional,CP_8773,35.400888,71.340134,Glass,Broken Glass,233.85,4.79,30.82,27.52,21.58,0.37,30.84,28.84,9.09,7.03,9.24,33.56,22.99,37.34,140,8,91.33,No,Auto Tipper,2691,46.48,102,8.44,Low,Recovery Center,0.05,5.49,73.29,75.57,67.52,1.14,58.42,126.32,23.83,High,Energy Recovery
SWM_114408,West Zone,District_F,45,2025-03-06,11:05,Residential,CP_9743,19.404794,72.472525,Glass,Jar,438.73,0.67,17.07,36.07,77.38,0.14,32.14,48.12,0.34,9.48,9.09,19.79,29.18,39.43,289,2,84.35,No,Mini Truck,7598,52.68,25,31.87,Moderate,Transfer Station,43.16,34.3,64.08,25.02,88.74,43.38,0.05,156.6,12.47,Low,Composting
SWM_114409,Urban Zone,District_E,52,2025-03-12,09:18,Market,CP_3431,11.627656,78.769586,Glass,Broken Glass,740.05,10.12,62.04,3.83,26.57,19.57,32.05,48.93,7.0,9.84,5.82,38.6,59.89,105.94,185,5,59.1,Yes,Mini Truck,1714,7.93,92,15.1,Moderate,Composting Facility,12.12,79.88,70.32,88.73,7.25,15.29,90.52,304.12,10.41,Medium,Recycling
SWM_114410,East Zone,District_C,6,2025-04-09,09:46,Residential,CP_6955,14.075746,94.326789,Mixed,General Waste,417.9,11.95,15.34,35.68,58.3,36.83,22.5,21.85,3.06,7.35,4.2,33.43,56.28,11.32,44,1,61.61,No,Compactor Truck,10296,51.98,139,28.05,Low,Recycling Plant,4.52,96.14,2.33,31.23,39.98,11.89,2.0,409.44,28.47,High,Energy Recovery
SWM_114411,Urban Zone,District_A,45,2025-04-12,04:40,Residential,CP_4404,20.992782,78.172973,Plastic,LDPE,478.15,7.51,24.9,5.41,25.36,43.39,28.81,46.24,2.98,1.86,5.18,42.0,69.84,34.2,335,4,50.12,Yes,Electric Vehicle,3059,56.35,19,13.98,Moderate,Waste Processing Unit,8.73,27.48,44.23,59.7,15.12,75.97,59.07,202.77,82.52,High,Energy Recovery
SWM_114412,Central Zone,District_F,34,2024-10-22,02:33,Industrial,CP_6223,10.395655,75.172895,Organic,Fruit Waste,591.78,10.79,29.95,86.88,61.48,12.64,14.4,21.17,10.32,2.64,1.04,27.25,24.07,99.92,63,9,50.05,Yes,Dump Truck,4645,33.35,149,31.25,Moderate,Waste Processing Unit,2.12,57.36,18.43,18.46,14.24,59.59,14.71,372.04,57.12,High,Recycling
SWM_114413,Central Zone,District_B,58,2025-01-17,11:48,Residential,CP_5932,32.443459,82.807244,Organic,Garden Waste,150.0,2.96,36.13,12.37,7.9,30.63,35.89,0.08,2.23,4.19,4.46,29.32,94.78,107.5,133,5,79.01,Yes,Auto Tipper,11711,57.78,160,15.51,Low,Composting Facility,93.82,42.61,44.0,38.59,1.88,88.82,89.24,368.02,108.74,Medium,Energy Recovery
SWM_114414,Central Zone,District_G,21,2024-08-10,13:23,Institutional,CP_3912,36.748292,93.393578,Glass,Bottle,437.3,10.99,74.87,56.06,44.58,46.24,14.86,35.93,13.54,7.95,5.11,42.92,82.01,102.0,117,4,51.17,Yes,Mini Truck,8286,46.7,141,38.69,Moderate,Recovery Center,85.15,8.77,71.33,44.27,87.14,93.93,83.02,144.2,85.89,Medium,Composting
SWM_114415,West Zone,District_D,56,2025-01-05,16:48,Industrial,CP_9027,36.427473,89.6046,Glass,Broken Glass,373.27,6.26,18.66,46.38,21.13,48.43,12.08,5.56,6.7,8.43,2.35,42.08,58.02,40.64,327,10,79.84,Yes,Mini Truck,5721,55.56,53,27.19,Low,Transfer Station,62.46,44.15,66.28,57.08,63.78,83.39,92.44,480.9,57.92,Medium,Energy Recovery
SWM_114416,South Zone,District_G,54,2024-10-27,12:41,Hospital,CP_7725,24.928042,90.387518,Glass,Broken Glass,52.35,4.52,17.17,3.11,10.22,31.0,11.99,23.97,6.87,3.54,0.74,31.32,52.68,18.06,73,9,99.43,Yes,Dump Truck,10256,50.94,140,20.19,Moderate,Transfer Station,25.02,4.95,73.76,51.21,66.77,68.52,62.86,43.53,34.63,Low,Energy Recovery
SWM_114417,Central Zone,District_C,7,2025-04-05,08:58,Residential,CP_4168,9.84137,82.955189,Plastic,PET,237.21,0.67,69.85,27.94,78.14,1.95,21.29,17.14,4.89,7.88,9.15,22.36,54.69,4.14,194,5,27.71,No,Electric Vehicle,6614,52.31,115,29.91,High,Waste Processing Unit,6.03,4.92,62.84,14.31,98.97,41.91,59.87,320.35,25.06,Low,Energy Recovery
SWM_114418,Central Zone,District_G,6,2024-11-01,14:19,Institutional,CP_4867,31.327887,92.167313,Metal,Iron,503.75,1.99,6.38,25.63,64.7,18.49,3.35,0.28,11.93,8.04,5.0,35.67,54.91,118.07,104,7,99.21,Yes,Auto Tipper,11436,14.42,69,6.08,Moderate,Transfer Station,72.15,98.33,55.51,41.23,87.77,65.16,15.4,513.82,102.27,Low,Landfill
SWM_114419,East Zone,District_D,56,2024-08-22,23:09,Residential,CP_1129,17.677358,75.075186,Metal,Iron,146.95,6.71,73.75,51.83,32.34,11.1,3.1,18.65,7.65,8.63,3.04,30.72,79.06,107.86,200,10,45.02,Yes,Mini Truck,1704,34.21,15,18.91,Low,Transfer Station,37.69,80.66,44.36,95.32,92.27,37.83,50.66,410.58,71.85,Medium,Energy Recovery
SWM_114420,Urban Zone,District_C,20,2025-06-14,08:52,Market,CP_2483,23.197883,96.559261,Organic,Crop Residue,346.59,10.52,54.02,70.29,12.0,13.84,14.85,19.53,2.05,0.55,5.48,25.76,56.85,93.64,241,4,83.46,Yes,Electric Vehicle,7867,14.0,114,19.01,High,Recovery Center,58.59,12.57,98.36,95.59,9.51,26.34,36.47,288.09,14.35,Medium,Composting
SWM_114421,West Zone,District_A,56,2025-06-03,03:56,Commercial,CP_7162,33.278769,87.406271,Plastic,PET,454.28,0.93,75.64,5.2,57.12,12.6,32.05,47.71,14.48,9.12,4.54,38.66,61.86,16.7,295,7,89.47,No,Electric Vehicle,3741,37.97,118,28.36,Moderate,Composting Facility,10.06,1.07,4.18,14.14,56.45,2.05,61.04,503.3,33.81,High,Energy Recovery
SWM_114422,Suburban Zone,District_D,35,2024-08-19,01:55,Commercial,CP_7032,25.208818,89.170984,Mixed,Mixed Wet,184.17,11.64,23.38,25.1,27.88,46.28,37.28,17.07,8.3,9.17,6.82,19.1,85.64,55.51,58,10,89.62,Yes,Auto Tipper,1932,27.82,56,6.14,Moderate,Transfer Station,37.55,87.54,84.48,55.54,84.22,65.12,67.95,523.89,6.06,High,Composting
SWM_114423,West Zone,District_A,23,2024-09-23,15:59,Hospital,CP_3207,12.315695,80.22075,Mixed,General Waste,156.34,5.83,9.73,82.74,8.62,38.2,18.92,29.52,9.39,4.74,3.18,36.83,93.27,31.84,342,1,23.49,No,Dump Truck,9718,43.01,9,35.44,High,Recycling Plant,77.53,86.05,23.01,14.27,21.69,35.74,49.22,324.19,91.99,High,Energy Recovery
SWM_114424,North Zone,District_G,60,2025-01-27,02:14,Hospital,CP_2729,35.312744,92.243322,Mixed,Mixed Wet,327.05,2.52,56.51,10.71,77.48,42.79,19.29,36.93,6.98,2.54,6.27,35.64,79.76,26.68,111,8,75.8,Yes,Dump Truck,6658,42.05,111,25.05,Low,Waste Processing Unit,62.09,91.42,33.69,20.1,47.6,25.45,11.13,277.21,80.01,Medium,Recycling
SWM_114425,Industrial Zone,District_H,56,2025-04-02,03:45,Commercial,CP_9880,25.356741,81.04298,Metal,Steel,394.67,0.29,78.56,9.65,33.31,1.34,5.09,20.29,8.15,5.95,8.31,37.24,48.12,12.72,221,6,57.14,Yes,Auto Tipper,7047,14.66,68,39.34,High,Recovery Center,12.54,8.03,72.08,20.37,11.75,93.46,99.36,461.78,115.35,High,Recycling
SWM_114426,Industrial Zone,District_B,3,2024-09-10,14:24,Market,CP_9002,28.738111,92.497904,Glass,Container,220.18,7.46,15.31,85.75,7.81,26.82,4.07,22.83,1.84,8.72,5.41,25.19,24.96,14.16,110,7,66.1,No,Compactor Truck,4287,8.58,29,37.5,Low,Waste Processing Unit,55.28,7.48,25.03,98.22,96.75,14.35,77.18,579.43,63.49,Low,Composting
SWM_114427,Suburban Zone,District_A,37,2025-07-02,05:04,Residential,CP_9056,17.139879,78.807234,Plastic,PET,745.75,4.08,43.28,47.17,7.65,3.32,12.48,46.81,10.27,1.24,8.56,18.64,21.75,1.06,250,9,91.48,Yes,Auto Tipper,5248,14.28,90,4.38,Moderate,Waste Processing Unit,25.85,29.69,29.26,29.82,28.2,95.65,84.55,590.72,30.48,High,Recycling
SWM_114428,South Zone,District_A,8,2025-07-28,16:58,Residential,CP_9598,25.990022,96.305362,Organic,Garden Waste,425.81,5.11,67.13,69.66,75.81,27.03,8.17,14.09,14.02,5.94,8.55,42.85,78.8,31.41,161,1,58.8,Yes,Compactor Truck,10181,40.16,13,12.59,Moderate,Transfer Station,64.44,81.41,43.31,80.13,36.26,34.16,80.79,565.66,99.51,High,Energy Recovery
SWM_114429,East Zone,District_E,32,2024-09-24,04:02,Residential,CP_1046,24.011011,75.714821,Plastic,Plastic Bags,253.4,8.25,48.63,96.66,53.87,33.99,3.14,41.76,2.37,7.84,2.33,27.86,20.16,10.51,331,7,54.23,Yes,Electric Vehicle,6971,17.13,103,2.8,Moderate,Transfer Station,93.87,39.07,69.32,81.88,73.28,5.7,87.5,193.72,103.8,Medium,Energy Recovery
SWM_114430,West Zone,District_E,57,2025-02-08,00:22,Market,CP_7914,13.261043,95.857027,Paper,Cardboard,177.56,5.46,53.42,85.91,27.89,25.03,33.91,46.96,5.68,9.37,6.39,18.88,81.5,29.31,211,4,36.75,No,Mini Truck,1595,8.53,33,6.31,High,Recycling Plant,19.3,25.93,29.66,78.89,33.48,53.9,99.62,295.47,84.82,High,Recycling
SWM_114431,Urban Zone,District_G,55,2024-12-02,15:57,Hospital,CP_1067,28.159525,84.125883,Plastic,HDPE,721.93,9.02,65.87,10.42,61.34,17.39,19.86,44.68,4.68,4.43,8.42,41.08,68.09,29.05,187,10,77.55,Yes,Auto Tipper,6112,39.71,96,34.37,High,Transfer Station,41.87,28.6,27.46,33.62,29.78,2.23,92.85,448.45,32.29,High,Energy Recovery
SWM_114432,Suburban Zone,District_G,41,2024-09-28,06:34,Hospital,CP_5219,17.253789,75.984185,Organic,Fruit Waste,778.23,10.41,49.72,14.54,68.08,12.5,0.73,21.92,9.3,7.6,1.64,35.16,71.08,17.34,241,3,80.02,Yes,Electric Vehicle,8161,44.02,75,10.06,High,Transfer Station,65.95,67.23,81.04,76.53,58.38,83.2,76.78,247.18,17.13,Low,Composting
SWM_114433,Suburban Zone,District_C,3,2024-08-27,05:17,Industrial,CP_3596,16.266697,87.606621,Mixed,Mixed Wet,644.08,2.61,6.47,36.1,39.73,32.11,19.05,9.72,8.16,3.53,4.98,42.87,60.05,37.02,173,3,39.49,No,Mini Truck,1726,56.71,33,7.68,Low,Waste Processing Unit,67.63,9.14,44.98,50.23,66.47,11.94,9.28,120.77,106.5,Low,Recycling
SWM_114434,Suburban Zone,District_E,5,2024-09-29,05:39,Residential,CP_5009,9.702622,71.133099,Plastic,HDPE,268.97,8.83,49.78,86.53,52.87,13.96,35.26,34.16,9.24,3.87,5.07,39.04,80.3,83.01,222,8,74.78,No,Electric Vehicle,8839,9.2,122,36.62,Low,Waste Processing Unit,78.59,61.1,29.81,36.28,77.87,25.83,86.37,249.66,18.39,Medium,Energy Recovery
SWM_114435,West Zone,District_H,49,2025-05-08,08:44,Hospital,CP_3863,23.654302,94.416402,Mixed,General Waste,534.45,10.78,66.17,99.65,73.34,32.33,16.04,55.58,6.45,4.09,1.43,23.57,20.01,73.24,51,2,48.54,Yes,Auto Tipper,5303,35.89,168,32.2,Moderate,Waste Processing Unit,63.28,73.65,54.47,43.51,22.74,49.06,0.15,258.13,18.81,Low,Landfill
SWM_114436,Urban Zone,District_A,3,2024-10-04,16:11,Institutional,CP_3889,32.422889,86.776867,Organic,Garden Waste,398.57,10.44,60.51,70.69,43.24,38.4,19.69,16.17,14.26,1.43,5.18,26.53,49.13,29.35,161,4,56.13,Yes,Compactor Truck,2096,31.76,51,34.85,High,Recycling Plant,31.74,62.95,15.78,67.15,38.27,64.77,4.33,495.59,31.51,Medium,Energy Recovery
SWM_114437,Central Zone,District_H,28,2024-12-19,11:53,Industrial,CP_9115,10.23592,81.319283,Organic,Garden Waste,558.7,10.89,52.78,39.04,51.37,18.17,5.1,47.36,6.18,9.59,1.85,21.1,81.4,99.28,89,2,90.49,No,Auto Tipper,6817,54.74,63,30.27,Moderate,Recycling Plant,80.36,27.85,5.02,2.1,34.78,42.87,52.95,234.05,119.61,High,Energy Recovery
SWM_114438,East Zone,District_E,3,2025-06-16,01:55,Commercial,CP_8026,36.004178,91.458544,Metal,Steel,679.85,3.06,34.9,52.68,31.13,3.37,25.95,44.21,13.16,2.56,9.07,37.78,61.65,46.06,159,4,63.23,Yes,Dump Truck,9303,46.37,120,14.68,Low,Waste Processing Unit,18.42,59.39,18.29,7.95,32.43,77.43,64.82,95.05,7.71,Low,Landfill
SWM_114439,West Zone,District_C,3,2025-02-26,18:09,Institutional,CP_9609,15.961605,84.181939,Metal,Copper,184.31,8.53,14.03,46.2,29.28,6.98,5.09,48.96,0.2,4.32,9.82,18.01,57.75,24.29,305,9,44.69,No,Electric Vehicle,1215,54.95,76,28.37,Low,Recovery Center,47.51,97.98,64.17,92.55,82.25,59.24,96.18,119.71,81.83,High,Energy Recovery
SWM_114440,West Zone,District_D,58,2025-06-17,01:44,Market,CP_3383,21.48837,69.820011,Plastic,LDPE,53.67,11.42,86.55,63.49,18.37,10.79,28.33,36.29,11.08,8.61,2.95,36.05,28.72,34.46,77,4,81.66,Yes,Dump Truck,2338,37.09,34,12.2,High,Recovery Center,96.17,80.27,79.65,65.7,41.86,94.51,73.36,544.27,66.78,Medium,Composting
SWM_114441,Industrial Zone,District_A,21,2024-12-21,12:18,Residential,CP_6663,10.95836,91.484317,Organic,Garden Waste,546.58,6.57,31.72,11.71,21.14,47.27,6.33,34.32,12.52,6.19,4.92,24.81,30.01,116.84,158,1,70.73,Yes,Compactor Truck,9347,19.38,98,22.46,Moderate,Waste Processing Unit,98.17,9.6,67.13,69.35,39.8,31.74,25.3,265.11,6.36,High,Recycling
SWM_114442,North Zone,District_F,24,2024-09-25,15:23,Commercial,CP_2805,11.044897,78.412198,Glass,Jar,480.15,8.04,61.15,0.79,12.19,43.8,38.35,33.49,11.17,3.05,7.77,32.9,23.73,24.45,257,10,66.67,No,Mini Truck,11958,42.33,91,17.78,High,Recycling Plant,79.89,2.58,94.41,44.58,54.69,31.41,48.78,389.55,81.7,Medium,Landfill
SWM_114443,Central Zone,District_B,20,2025-07-19,19:07,Residential,CP_6090,20.922898,93.347245,Organic,Crop Residue,471.56,10.64,56.5,6.29,27.08,30.68,34.73,27.0,3.9,4.71,0.52,31.62,35.51,13.97,98,9,64.84,No,Auto Tipper,6888,19.83,122,26.08,Moderate,Composting Facility,42.21,58.75,92.34,64.16,49.39,55.91,60.38,437.92,61.7,Medium,Composting
SWM_114444,South Zone,District_G,20,2024-09-11,19:23,Residential,CP_5512,28.319939,89.305734,Glass,Container,290.64,5.66,82.23,49.31,42.93,42.02,11.61,36.4,2.97,6.39,0.49,26.04,28.06,5.46,139,6,94.02,No,Compactor Truck,9332,2.59,92,29.45,Low,Recovery Center,17.69,63.52,37.74,73.73,83.02,35.39,59.4,224.86,101.0,Medium,Landfill
SWM_114445,South Zone,District_E,23,2024-09-10,02:49,Institutional,CP_7907,21.529022,92.388982,Metal,Aluminum,27.58,0.81,8.06,71.9,1.13,23.2,15.6,3.15,12.64,1.06,6.17,39.28,85.03,88.41,309,1,39.05,Yes,Mini Truck,4000,4.57,135,6.64,Low,Waste Processing Unit,67.03,31.89,94.12,23.57,70.17,87.63,79.71,538.62,31.44,Medium,Recycling
SWM_114446,Urban Zone,District_G,27,2025-04-13,20:56,Institutional,CP_4378,11.158457,94.552638,Plastic,Plastic Bags,613.1,3.31,87.3,60.55,78.16,9.96,29.3,30.62,5.43,6.28,1.32,20.88,54.45,81.35,263,2,21.83,No,Electric Vehicle,2593,32.29,105,31.54,High,Waste Processing Unit,82.56,83.23,16.18,93.39,26.48,7.61,43.33,189.09,73.17,Low,Composting
SWM_114447,Urban Zone,District_D,10,2024-09-03,15:25,Industrial,CP_7429,10.763468,74.919724,Mixed,Mixed Dry,797.51,1.49,32.56,61.59,76.35,5.97,19.15,44.18,10.68,6.38,9.8,30.32,89.65,10.58,249,5,20.67,No,Mini Truck,5869,29.65,179,27.84,High,Transfer Station,96.22,85.03,88.29,78.55,9.77,17.63,48.03,357.62,35.01,Low,Recycling
SWM_114448,Urban Zone,District_F,27,2025-05-12,01:22,Hospital,CP_7454,14.796594,96.973947,Metal,Steel,51.26,1.27,65.32,76.02,42.46,26.85,37.84,36.19,9.48,4.97,5.87,39.98,79.64,92.69,124,4,89.52,No,Mini Truck,8334,1.08,126,24.78,High,Waste Processing Unit,98.72,39.56,38.96,0.37,93.86,4.47,53.46,381.66,69.48,High,Energy Recovery
SWM_114449,South Zone,District_E,31,2024-10-04,03:45,Hospital,CP_4560,16.453182,78.867474,Plastic,LDPE,54.62,11.06,29.09,32.86,71.24,43.12,5.26,29.04,11.59,2.35,9.54,41.93,39.01,92.89,348,5,88.26,No,Electric Vehicle,4415,1.83,59,9.66,Low,Recycling Plant,31.96,93.53,40.53,58.6,15.36,57.21,77.66,337.72,105.75,High,Energy Recovery
SWM_114450,South Zone,District_H,10,2025-07-05,14:30,Market,CP_9101,34.804954,78.769817,Mixed,Mixed Wet,129.8,3.81,43.17,67.05,66.24,5.45,17.43,59.48,5.93,1.19,7.38,23.62,47.39,96.36,159,7,21.3,No,Electric Vehicle,11384,39.42,66,33.14,Low,Composting Facility,80.09,74.69,85.65,65.98,66.15,50.89,85.38,449.57,41.41,Low,Composting
SWM_114451,Suburban Zone,District_E,42,2025-02-20,11:50,Commercial,CP_2748,17.026749,86.387815,Plastic,Plastic Bags,702.06,5.6,73.23,18.02,27.28,1.2,23.55,1.92,7.01,8.17,1.82,32.69,94.83,118.89,71,2,89.55,No,Mini Truck,8476,13.18,82,14.73,Moderate,Waste Processing Unit,78.43,68.08,40.84,14.82,57.21,67.59,53.34,144.16,115.02,Low,Composting
SWM_114452,Suburban Zone,District_C,18,2025-04-19,15:36,Commercial,CP_4611,8.861647,88.994464,Plastic,HDPE,749.84,6.96,37.35,64.81,22.5,14.97,8.16,17.67,4.7,8.18,2.91,22.17,70.36,40.63,225,9,78.27,No,Electric Vehicle,10021,17.81,128,6.96,Low,Composting Facility,94.52,56.18,29.25,62.6,9.6,14.8,47.29,101.91,34.09,Low,Recycling
SWM_114453,North Zone,District_F,11,2025-04-10,02:49,Market,CP_8372,23.306409,76.071448,Glass,Broken Glass,637.08,6.28,69.16,64.08,51.16,43.27,19.0,20.71,13.85,1.5,1.95,44.82,29.72,17.73,140,1,62.11,Yes,Dump Truck,10518,5.53,38,33.46,Moderate,Recovery Center,8.45,46.7,51.14,46.23,85.57,79.27,61.01,156.36,75.67,Medium,Recycling
